product_title,rating,summary,review
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,1,Terrible product,"Pathetic, don't buy this one"
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Highly recommended,Perfect ðŸ”¥â¤ï¸
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Pretty good,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Horrible,IT'S NOT WORKING.It arrived today evening.I put it for charging.I tried to connect it after charging.But I was disappointed to know that It was not connecting and hence I was not able to use it.
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,2,Bad quality,Poor quality
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific,Nice product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Excellent,It's good product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Utterly Disappointed,Poor quality
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Really Nice,Nyc product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Simply awesome,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Just okay,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific,Good ðŸ‘
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Great product,Super
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Useless product,Battery no backup
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Brilliant,Best earphone
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Highly recommended,Good product by boat
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific,Nice productðŸ‘ðŸ‘ Thnx Flipkart
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Worth the money,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,2,Expected a better product,"Its not working properly, not charging ,"
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Mind-blowing purchase,This is my 2nd headphone form boat it quite good and sound is also good but facing 1 problem only that sometimes during incoming call the headphone vibrates and I if I rejects the call the headphone still vibrates and doesn't stop untill I switch off the headphone.This is the only problem I am facing with this headphone.Thank you
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Hated it!,Not for velu for money
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Best in the market!,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Decent product,ok
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,2,Expected a better product,Not good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Nice product,Thanks
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Must buy!,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Decent product,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Delightful,Supar
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Excellent,Nice
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific,So very nice
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Nice product,Nice product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Decent product,Ok
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Excellent,Very gd product sound Quality very nice
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Pretty good,Nice good base
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific purchase,I love the product very much
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Highly recommended,Amazing product go for it ðŸ‘
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific purchase,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Not recommended at all,Battery completely goes down within 8 hours.
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Worthless,Worst.. and worst.. total worst neckband. Service also too worst. I faced problem with in 2 months. Claimed warranty. But they didn't provide warranty. They sent back the same product to me after 20 days. My sincere suggestion is that don't go for any boat products.
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Classy product,V nice product and beautiful â¤ï¸â¤ï¸
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Nice product,Value for money
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Good quality product,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Fabulous!,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Simply awesome,Good product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Good,"Good, but button is not tactile. Need to press twice for pause/play. Bass just ok."
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,2,Could be way better,not bad ðŸ˜€
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Wonderful,"Nice product.. sound quality is good design also good., too comfortable.. Thank you â£ï¸"
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Really Nice,Product is good but design is not satisfied value for money
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Awesome,Nice
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific purchase,Nice ðŸ‘ sound quality and calling for best neckband ðŸ’«ðŸ’«
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,2,Could be way better,Very bad quality.
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Mind-blowing purchase,Very nice produ
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,3,Fair,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Good quality product,The neckband is good but the earpieces are not comfortable in ear ðŸ‘‚ And wire if the earpieces are not good Sound is osm and very clearly and loudly Battery backup are good ðŸ˜ŠDesigning is next level  good experience ðŸ˜¸Thanks for boat â›µ
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Nice product,Battery vary power fullðŸ”‹..and good quality value of money ðŸ’° size. M
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Brilliant,Good product value for money
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Super!,Simply nice product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,1,Hated it!,Quality low six months in daymej
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Great product,Nice product boat ðŸ¤©ðŸ¤©âœ¨âœ¨ðŸŒŸðŸŒŸðŸŒŸ
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Perfect product!,Excellent product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Very Good,"Nice product, on off was irritated"
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Great product,Very good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Highly recommended,Excellent product
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Terrific purchase,Good Quality
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,5,Mind-blowing purchase,Good
boAt Rockerz 235 Pro with upto 20 Hours Playback & ASAP Charge Bluetooth Headset,4,Good choice,Mostly it's good for listening music. But for calls the other hand person will not be able to hear you properly most of the time.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Excellent,"The 2 things which I liked in this immortal 131 ,first is the RGB Light which give a proper peaceful gaming experience and second when we turn on the beast mode the sound quality will be much enhanced as it has 40 ms latency When u can experience will gaming.  Literally I am enjoying thisðŸ™ŒðŸ¤Ÿ . My opinion is if u r searching a gaming airpods then this is for you guys ðŸ˜‡"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Wonderful,Built quality is superb.. ðŸ‘ŒBass is also good... ðŸ‘Music is also so pleasant.. ðŸ‘Battery backup is also good.. ðŸ‘And the led light are soo good.. ðŸ‘Connection between Buds and mobile is soo fast.. Noise cancelling is perfect.. ðŸ‘And also given 1year warrant.. It is good you can buy it and the price is worthy these words i am saying after using it ðŸ‘
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Simply awesome,Very good sound with good bass design is good and body of the buds are really good  clear sound voice quality is good with this price it's perfect go for it.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Terrific purchase,"What a product by boAt! Superb yaar... It look so cool like a spaceship. While opening the box you could hear the sound like a pro, and you can see those lights so incredible.. I'm happy with this product. Literally. Lastly if you're thinking to buy or not, just go for it."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Perfect product!,"Awesome earbuds.They sound good, they fit good, the connectivity works great even in a crowded.Good bass, battery backup is also awesome ,call quality is good.The noise cancellation is also very good. The LED lights which also glows on the earphones . It really makes you wonder why it a standard feature with all ear phones.The functionality of them is great"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Classy product,I am a music lover so i listen too much music and i found this to be the one of the best in this budget. Sound quality is worth the money spent and bass is also good. Call quality is also good. Happy with the product.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Worth the money,"Fantastic buy , worth every penny , Build and quality is great and the lights are top notch go for it ðŸ’¯ðŸ’¯ðŸ’¯"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Brilliant,Very very nice sound and bass and battery backup is good and super fast charging ðŸ‘ðŸ‘ðŸ‘
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Did not meet expectations,"Sound consist noise in background. Avarage sound quality, Avarage bass .it's sound quality is not better than MI dual driver earphone.build quality is not so impressive only pretty in looking not in sound quality or bass. It is my opinion but i don't know how others think about this product. I don't know how others rate this product 5 stars. It's very very very average product."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Best in the market!,"This is a amazing earbuds, its totally worth for money ðŸ’µ . it's RGB light looks amazing.  This light effect is so cool . An amazing product from boat â›µ . It's sound quality is also so good . Noise cancellation works so good ."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",3,Good,Sound Quality Is Not Too Good 5/4ðŸ˜Latency accurate in beast mode   5/5ðŸ˜‡Looks Are Too Much Good        5/5ðŸ˜ŽReview based on compared with my one plus bullet neck band
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Highly recommended,Great earbuds for the money!I would love it.The sound is also great.  Every word of the song is clearly audible.But its bass is less.RGB light gives great scene.Battery also works great.  It's been 5 weeks since I bought it and still the battery hasn't run out.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Absolute rubbish!,Sound is sometimes it is getting gurrrrr sound and quality is not good for sound and battery quality is less and connection is not connecting good and whenever I was talking it is getting disconnect to the phone many times it is happened... better to buy another product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Awesome,This Boat smart watch is very good.best quality product for valuable price.after use this product recommend this buy and use.Overall a good value for money package
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Excellent,All things are best but a little buzz sound is coming from right earbuds for 10-15 seconds when we pause the music.But if you are able to comparise with this sound than this is best product for you GO FOR IT!!!
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Best in the market!,Good product but no is comfortable
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Excellent,Awesome product I loved it value for money thanku Flipkart and packaging was also placed beautiful
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Terrific purchase,Amazing product good battery back up beast mode is crazy.Must buy
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Classy product,Great
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,Must recommend prulroduct
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Terrific,Nice ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Nice product,Nice
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Hated it!,"I bought thisBut the issue I noticed is , crackling sound in background There is no app to fix thisThe sound is disturbing our ears and making unpleasant audio"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Just wow!,Very much good ðŸ‘
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,Value for money super product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Did not meet expectations,This product has a problem of buzzing.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Classy product,Beautiful and the performance to goodâ¤ï¸!!
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Super!,Awesome Product. Must Buy.ðŸ˜ðŸ˜
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Just wow!,This is amazing product.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Simply awesome,Must buy superb product ever Super basss40ms latencyBest for gaming nd music
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,Value for money super product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Did not meet expectations,This product has a problem of buzzing.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Classy product,Beautiful and the performance to goodâ¤ï¸!!
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Super!,Awesome Product. Must Buy.ðŸ˜ðŸ˜
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Just wow!,This is amazing product.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Simply awesome,Must buy superb product ever Super basss40ms latencyBest for gaming nd music
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Brilliant,Worth it . Brilliant quality  calling quality is also very very good
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",2,Moderate,Everything is good as mentioned expect for the beep or buzzing sound from the earbuds which is really annoying to hear and very much disturbing.I'm trying to fix it but all in vain..
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Super!,Nice product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",3,Decent product,Overall is a good product but its facing connection problem and after off the music they produce beep sound but its design is too much good.ðŸ˜âœ¨
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Wonderful,Good sound and the design is very different from other. Otherwise it is value of money
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,Nice .... Sound quality excellentDesigns and LED lighting super...
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Worth the money,Value for money ðŸ’° Charging case design really awesome ðŸ¤ ðŸ‘ðŸ¿
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Good choice,Design is superior !! sound quality is decent !! although it's a good tws in 1300 ( launch price )
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",2,Slightly disappointed,"The Sound is Very Good..I use it 1 week .But the Gaming mode is not working very bad ðŸ˜”.40 ms Low Latency not working , So my Opinion not buy this product ðŸ˜žðŸ˜ž"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",2,Bad quality,This product is waste of money . Crackling sounds in the background please don't buy the product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Mind-blowing purchase,Supper air phoneðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜âœŒâœŒðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Must buy!,Nice product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Best in the market!,"Nice product which comes under budget,and it will connect very quickly to the phone and also fast charging is one of the main thing to notice."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Wonderful,Nice product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Just wow!,It's sound quality is good and the bass is perfect. For music lovers this is the best in this budget.  Even on higher volumes it won't feel hurting your ears. Sound quality and noise cancellation are very good.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Good quality product,Value for money osm productThank you #AMAN GUPTA SIR
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Worth the money,Awesome.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Highly recommended,Looks and design were awesome .. battery backup is also good ..but sound quality is averge ..if you like hight bass sound then it might disappoint you ...
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Highly recommended,"Really love it, â¤ï¸â¤ï¸â¤ï¸"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Terrific purchase,Nice sound and good bass ðŸ‘ðŸ‘Œ
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Delightful,"The build quality is good, but the battery is not up to the mark, and my ears hurt after 1 hours of using it. But for the price value, i think this is the best in the market."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Must buy!,"In this segment best gaming tws from boat , Gaming and music and call all are very good.â¤ï¸"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Super!,I'm satisfied with this product.. Build quality is also impressive..the sound quality is quite impressive.. Specially the bass. And also the battery backup it's outstanding. Overall it's a good product to buy in this price range.. Fully Satisfied..
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,"Sound bass , beast mode is awesome.RGB lights are good I would recommend buy this product"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",3,Decent product,Super ðŸ’— nice tws for gaming ðŸ’¥ðŸ’¯ðŸ˜ˆ
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Good quality product,Sound quality is excellent. Bass is excellent. 40ms low latency enhances the fun of gaming. ENx is doing well. A Good product from boat.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Worst experience ever!,Noise in both earbuds when sound muted....irreating noice ... Distrubing
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Good quality product,Pahle for money
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Wonderful,Value of money.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Fabulous!,Awesome Product at low Range
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Classy product,Awsome
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Wonderful,Very nice ðŸ‘ðŸ™‚ product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Brilliant,Good product ðŸ‘
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Really Nice,"Product is unique and attractive. Just an issue with mic, not suitable for GF talk, need to speak loudly ðŸ˜„"
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Must buy!,The product battery is very very good ðŸ˜ŠðŸ˜Š
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Awesome,I like the bass
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",2,Expected a better product,Average sound ðŸ¥²Looks:: 100
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Worst experience ever!,Dont buy...voice is not clearly audible while talking. Battery back up is very bad. One month experience.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Delightful,It's a awesome product that I purchase..
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Wonderful,This is the king of all brands
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Brilliant,"Signature sound, satisfied with the product."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",3,Nice,"Sound Quality - The treble is too low for the bass to be too high, it would have been better if it had been balanced.Bass - 3 star, I cut two stars because this airdope sounds a little bad at 60%-70% volume, although it's not noticeable, if you've used a lot of boat sound stuff for sure.  If I think in terms of boat's Bluetooth speaker, wired over headphones, wired in-earphone, I will say that the sound of this headphone is not balanced at all.Battery backup - 5 star, Because it gives rea..."
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Mind-blowing purchase,Very nice headphones
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Fabulous!,Too good
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Useless product,It is not a good product of you finding good quality tws i am not expecting this from boat
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Awesome,The battery quality  is soooooo good 100/100
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Good quality product,Wery COOL Product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,The sound quality and bass are way much better than the others earpods which I had purchased earlier at higher price. It's a value for money product.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Wonderful,Crystal clear sound build quality is premium and RGB neon light is very attractive while opening
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Value-for-money,Awesome gift from boat
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Good choice,Very nice product thanks boat
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",4,Nice product,This product is  osm very nice sound quality and loud
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Excellent,It's one of the most comfortable buds i ever used. It's fitting is awesome. Lights are looking too dashing. Also it's battery backup is superb.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Excellent,Battery backup is amazing. Case look is very awesome. It's lights are looking very cool. Worth buying.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Worth every penny,It's a fantastic looking buds. It's lights are super amazing. Bass is awesome and beast mode is literally fabulous.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Fabulous!,Excellent product in this price range. sound quality is good amazing product
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",3,Decent product,After pairing and connected with mobile. The connectivity lost again and again. It automatically disconnected again and again.So irretating.No replacement option is showing. So I raised a complain about this
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Awesome,Nic productðŸ˜ðŸ˜
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Highly recommended,The product is fabules you must be take it it is. value for money ðŸ”¥
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Just wow!,Best gaming headphone under budget ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥.... superb sound quality.... awesome bassðŸ’¥ðŸ’¥ðŸ’¥
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Terrific purchase,Very Good Sound Quality This Ear Buds is Value of Money
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Unsatisfactory,Worst product I have ever purchased. 1. No indicator in charging case. 2. Left ear bud stopped charging after one day. 3. Hizz sound when you play nothing. 4. Battery draining so fast. 5. Very bas sound quality. 6. No application to manage the ear bud.
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",5,Mind-blowing purchase,Yes this is for gaming they have two mode one simple and second mode is beast mode i satisfied this product value for money ðŸ’•
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset",1,Very poor,This product demage only 7 days used and right side not working and no solutions available plzzz refund my amount ðŸ˜¡ðŸ˜¡ðŸ˜¡
